,Unnamed: 0,Player,From,To,Pos,Ht,Wt,Birth Date,Colleges
4456,62,Charles Thomas,1992,1992,G,6-3,175.0,"October 3, 1969",Eastern Michigan
4457,63,Etan Thomas,2002,2011,F,6-9,256.0,"April 1, 1978",Syracuse
4458,64,Irving Thomas,1991,1991,F,6-8,225.0,"January 2, 1966","Kentucky, Florida State"
4459,65,Isaiah Thomas,2012,2022,G,5-9,185.0,"February 7, 1989",Washington
4460,66,Isiah Thomas*,1982,1994,G,6-1,180.0,"April 30, 1961",Indiana
4461,67,Jamel Thomas,2000,2001,F,6-6,215.0,"March 25, 1973",Providence
4462,68,James Thomas,2005,2006,F,6-8,235.0,"November 22, 1980",Texas
4463,69,Jim Thomas,1984,1991,G,6-3,190.0,"October 19, 1960",Indiana
4464,70,Joe Thomas,1971,1971,F,6-6,205.0,"March 9, 1948",Marquette
4465,71,John Thomas,1998,2006,F,6-9,265.0,"September 8, 1975",Minnesota
4466,72,Kenny Thomas,2000,2010,F,6-7,261.0,"July 25, 1977",New Mexico
4467,73,Khyri Thomas,2019,2021,G,6-3,210.0,"May 8, 1996",Creighton
4468,74,Kurt Thomas,1996,2013,F,6-9,230.0,"October 4, 1972",TCU
4469,75,Lance Thomas,2012,2020,F,6-8,240.0,"April 24, 1988",Duke
4470,76,Malcolm Thomas,2012,2015,F,6-9,225.0,"November 8, 1988","Pepperdine, San Diego State"
4471,77,Matt Thomas,2020,2022,G,6-4,190.0,"August 4, 1994",Iowa State
4472,78,Ron Thomas,1973,1976,F,6-6,215.0,"November 19, 1950","Trinity Valley CC, Louisville"
4473,79,Terry Thomas,1976,1976,F,6-8,220.0,"August 20, 1953",Detroit Mercy
4474,80,Tim Thomas,1998,2010,F,6-10,230.0,"February 26, 1977",Villanova
4475,81,Tyrus Thomas,2007,2015,F,6-9,215.0,"August 17, 1986",LSU
4476,82,Willis Thomas,1968,1968,G,6-2,185.0,,Harbor College
4477,83,Trey Thompkins,2012,2012,F,6-10,245.0,"May 20, 1990",Georgia
4478,84,Bernard Thompson,1985,1989,F-G,6-6,210.0,"August 30, 1962",Fresno State
4479,85,Billy Thompson,1987,1992,F,6-7,195.0,"December 1, 1963",Louisville
4480,86,Brooks Thompson,1995,1998,G,6-4,193.0,"July 19, 1970","Texas A&M, Oklahoma State"
4481,87,Corny Thompson,1983,1983,F,6-8,225.0,"February 5, 1960",UConn
4482,88,David Thompson*,1976,1984,G-F,6-4,195.0,"July 13, 1954",NC State
4483,89,Dijon Thompson,2006,2007,G-F,6-7,195.0,"February 23, 1983",UCLA
4484,90,George Thompson,1970,1975,G,6-2,200.0,"November 29, 1947",Marquette
4485,91,Hollis Thompson,2014,2017,G-F,6-8,206.0,"April 3, 1991",Georgetown
4486,92,Jack Thompson,1969,1969,G,6-1,185.0,"March 26, 1946",South Carolina
4487,93,Jason Thompson,2009,2016,F-C,6-11,250.0,"July 21, 1986",Rider University
4488,94,John Thompson*,1965,1966,F,6-10,225.0,"September 2, 1941",Providence
4489,95,Kevin Thompson,1994,1994,C-F,6-11,260.0,"February 7, 1971",NC State
4490,96,Klay Thompson,2012,2023,G-F,6-6,215.0,"February 8, 1990",Washington State
4491,97,LaSalle Thompson,1983,1997,C-F,6-10,245.0,"June 23, 1961",Texas
4492,98,Mychal Thompson,1979,1991,C-F,6-10,226.0,"January 30, 1955",Minnesota
4493,99,Mychel Thompson,2012,2012,G,6-6,211.0,"June 1, 1988",Pepperdine
4494,100,Paul Thompson,1984,1986,G-F,6-6,210.0,"May 25, 1961",Tulane
4495,101,Stephen Thompson,1992,1992,G,6-4,185.0,"December 2, 1968",Syracuse
4496,102,Tristan Thompson,2012,2022,F-C,6-9,254.0,"March 13, 1991",Texas
4497,103,JT Thor,2022,2023,F,6-10,205.0,"August 26, 2002",Auburn
4498,104,Skip Thoren,1968,1970,C,6-10,230.0,"April 5, 1943",Illinois
4499,105,Rod Thorn*,1964,1971,G,6-4,195.0,"May 23, 1941",West Virginia
4500,106,Al Thornton,2008,2011,F,6-8,220.0,"December 7, 1983",Florida State
4501,107,Bob Thornton,1986,1996,F-C,6-10,225.0,"July 10, 1962","University of California, Irvine"
4502,108,Dallas Thornton,1969,1970,G,6-4,190.0,"September 1, 1946",Kentucky Wesleyan College
4503,109,Marcus Thornton,2010,2017,G,6-4,205.0,"June 5, 1987",LSU
4504,110,Sindarius Thornwell,2018,2021,G,6-4,215.0,"November 15, 1994",South Carolina
4505,111,Otis Thorpe,1985,2001,F-C,6-9,225.0,"August 5, 1962",Providence
4506,112,Sedale Threatt,1984,1997,G,6-2,175.0,"September 10, 1961",West Virginia Tech
4507,113,Nate Thurmond*,1964,1977,C-F,6-11,225.0,"July 25, 1941",Bowling Green
4508,114,Mel Thurston,1948,1948,G,6-0,175.0,"January 16, 1919",Canisius
4509,115,Matisse Thybulle,2020,2023,G,6-5,201.0,"March 4, 1997",Washington
4510,116,Hal Tidrick,1949,1949,F-G,6-1,190.0,"April 4, 1915",Washington & Jefferson College
4511,117,Dan Tieman,1963,1963,G,6-0,185.0,"November 30, 1940",Thomas More College
4512,118,Killian Tillie,2021,2022,F,6-9,220.0,"March 5, 1998",Gonzaga
4513,119,Darren Tillis,1983,1984,C-F,6-11,215.0,"February 23, 1960",Cleveland State University
4514,120,Xavier Tillman Sr.,2021,2023,F,6-8,245.0,"January 12, 1999",Michigan State
4515,121,Jack Tingle,1948,1949,F,6-4,205.0,"December 30, 1924",Kentucky
4516,122,George Tinsley,1970,1972,F,6-5,205.0,"September 19, 1946",Kentucky Wesleyan College
4517,123,Jamaal Tinsley,2002,2014,G,6-3,195.0,"February 28, 1978",Iowa State
4518,124,Wayman Tisdale,1986,1997,F-C,6-9,240.0,"June 9, 1964",Oklahoma
4519,125,Mike Tobey,2017,2017,C,7-0,260.0,"October 10, 1994",Virginia
4520,126,Isaiah Todd,2022,2023,F,6-10,220.0,"October 17, 2001",
4521,127,Mike Todorovich,1950,1951,F-C,6-5,220.0,"June 11, 1923","Washington University in Saint Louis, Notre Dame, Wyoming"
4522,128,Ray Tolbert,1982,1989,F,6-9,225.0,"September 10, 1958",Indiana
4523,129,Tom Tolbert,1989,1995,F-C,6-7,235.0,"October 16, 1965","University of California, Irvine, Arizona"
4524,130,Anthony Tolliver,2009,2021,F-C,6-8,240.0,"June 1, 1985",Creighton
4525,131,Dean Tolson,1975,1978,F,6-8,190.0,"November 25, 1951",Arkansas
4526,132,Rudy Tomjanovich*,1971,1981,F,6-8,218.0,"November 24, 1948",Michigan
4527,133,Andrew Toney,1981,1988,G,6-3,178.0,"November 23, 1957",Louisiana
4528,134,Sedric Toney,1986,1994,G,6-2,178.0,"April 13, 1962",Dayton
4529,135,Andy Tonkovich,1949,1949,G,6-1,185.0,"November 1, 1922",Marshall
4530,136,Andy Toolson,1991,1996,G-F,6-6,210.0,"January 19, 1966",BYU
4531,137,Jack Toomay,1948,1950,C-F,6-6,215.0,"August 9, 1922",University of the Pacific
4532,138,Bernard Toone,1980,1980,F,6-9,210.0,"July 14, 1956",Marquette
4533,139,Obi Toppin,2021,2023,F,6-9,220.0,"March 4, 1998",Dayton
4534,140,Irv Torgoff,1947,1949,F,6-2,192.0,"March 6, 1917",Long Island University
4535,141,Gene Tormohlen,1963,1970,C-F,6-8,230.0,"May 12, 1937",Tennessee
4536,142,Óscar Torres,2002,2003,F,6-6,210.0,"December 18, 1976",
4537,143,Juan Toscano-Anderson,2020,2023,F,6-6,209.0,"April 10, 1993",Marquette
4538,144,Bill Tosheff,1952,1954,G,6-1,175.0,"June 2, 1926",Indiana
4539,145,Bob Tough,1949,1950,G-F,6-0,185.0,"August 28, 1920",St. John's
4540,146,Axel Toupane,2016,2021,G-F,6-7,197.0,"July 23, 1992",
4541,147,Monte Towe,1976,1977,G,5-7,150.0,"September 27, 1953",NC State
4542,148,Keith Tower,1994,1997,C-F,6-11,250.0,"May 15, 1970",Notre Dame
4543,149,Blackie Towery,1949,1950,F-C,6-4,210.0,"June 20, 1920",Western Kentucky
4544,150,Linton Townes,1983,1985,F-G,6-7,190.0,"November 30, 1959",James Madison University
4545,151,Karl-Anthony Towns,2016,2023,C-F,6-11,248.0,"November 15, 1995",Kentucky
4546,152,Raymond Townsend,1979,1982,G,6-3,175.0,"December 20, 1955",UCLA
4547,153,George Trapp,1972,1977,F-C,6-8,205.0,"July 11, 1948",Cal State Long Beach
4548,154,John Trapp,1969,1973,F,6-7,210.0,"October 2, 1945","Voorhees College, Pasadena City College, UNLV"
4549,155,Robert Traylor,1999,2005,F,6-8,284.0,"February 1, 1977",Michigan
4550,156,Gary Trent,1996,2004,F,6-8,250.0,"September 22, 1974",Ohio University
4551,157,Gary Trent Jr.,2019,2023,G,6-5,209.0,"January 18, 1999",Duke
4552,158,Jeff Trepagnier,2002,2004,G,6-4,200.0,"July 11, 1979",USC
4553,159,John Tresvant,1965,1973,F-C,6-7,215.0,"November 6, 1939",Seattle University
4554,160,Allonzo Trier,2019,2020,G,6-4,200.0,"January 17, 1996",Arizona
4555,161,Dick Triptow,1949,1950,G-F,6-0,170.0,"November 3, 1922",DePaul
4556,162,Kelly Tripucka,1982,1991,F-G,6-6,220.0,"February 16, 1959",Notre Dame
4557,163,Ansley Truitt,1973,1973,C,6-9,215.0,"August 24, 1950",California
4558,164,Cezary Trybański,2003,2004,C,7-2,240.0,"September 22, 1979",
4559,165,Jake Tsakalidis,2001,2007,C,7-2,285.0,"June 10, 1979",
4560,166,John Tschogl,1973,1975,F,6-6,206.0,"April 25, 1950",UC Santa Barbara
4561,167,Lou Tsioropoulos,1957,1959,F,6-5,190.0,"August 31, 1930",Kentucky
4562,168,Nikoloz Tskitishvili,2003,2006,F,7-0,225.0,"April 14, 1983",
4563,169,Al Tucker,1968,1972,F,6-8,190.0,"February 24, 1943",Oklahoma Baptist University
4564,170,Alando Tucker,2008,2010,F,6-6,205.0,"February 11, 1984",Wisconsin
4565,171,Anthony Tucker,1995,1995,F,6-8,220.0,"April 4, 1969","Georgetown, Wake Forest"
4566,172,Jim Tucker,1955,1957,F,6-7,185.0,"December 11, 1932",Duquesne
4567,173,P.J. Tucker,2007,2023,F,6-5,245.0,"May 5, 1985",Texas
4568,174,Rayjon Tucker,2020,2022,F,6-3,209.0,"September 24, 1997","Florida Gulf Coast, Little Rock"
4569,175,Trent Tucker,1983,1993,G,6-5,193.0,"December 20, 1959",Minnesota
4570,176,Ronny Turiaf,2006,2015,F,6-10,249.0,"January 13, 1983",Gonzaga
4571,177,Mirsad Türkcan,2000,2000,F,6-9,236.0,"June 7, 1976",
4572,178,Hedo Türkoğlu,2001,2015,F,6-10,220.0,"March 19, 1979",
4573,179,Andre Turner,1987,1992,G,5-11,160.0,"December 13, 1964",Memphis
4574,180,Bill Turner,1968,1973,F,6-7,220.0,"February 18, 1944",University of Akron
4575,181,Elston Turner,1982,1989,G-F,6-5,190.0,"June 10, 1959",Ole Miss
4576,182,Evan Turner,2011,2020,G,6-6,220.0,"October 27, 1988",Ohio State
4577,183,Gary Turner,1968,1968,F,6-7,200.0,,TCU
4578,184,Henry Turner,1990,1995,G-F,6-7,200.0,"August 18, 1966",Cal State Fullerton
4579,185,Herschell Turner,1968,1968,G,6-2,195.0,"March 29, 1938",Nebraska
4580,186,Jack Turner,1955,1955,F-G,6-4,170.0,"June 29, 1930",Western Kentucky
4581,187,Jack Turner,1962,1962,G-F,6-5,200.0,"June 5, 1939",Louisville
4582,188,Jeff Turner,1985,1996,F-C,6-9,230.0,"April 9, 1962",Vanderbilt
4583,189,John Turner,1992,1992,F,6-8,245.0,"November 30, 1967","Georgetown, Phillips University"
4584,190,Myles Turner,2016,2023,C-F,6-11,250.0,"March 24, 1996",Texas
4585,191,Wayne Turner,2000,2000,G,6-2,190.0,"March 22, 1976",Kentucky
4586,192,Melvin Turpin,1985,1990,C,6-11,240.0,"December 28, 1960",Kentucky
4587,193,Dave Twardzik,1973,1980,G,6-1,175.0,"September 20, 1950",Old Dominion
4588,194,Jack Twyman*,1956,1966,F-G,6-6,210.0,"May 11, 1934",Cincinnati
4589,195,B.J. Tyler,1995,1995,G,6-1,185.0,"April 30, 1971","DePaul, Texas"
4590,196,Jeremy Tyler,2012,2014,C,6-10,260.0,"June 21, 1991",
4591,197,Terry Tyler,1979,1989,F-G,6-7,215.0,"October 30, 1956",Detroit Mercy
4592,198,Charlie Tyra,1958,1962,C-F,6-8,230.0,"August 16, 1935",Louisville
4593,0,Edwin Ubiles,2012,2012,G,6-6,204.0,"November 26, 1986",Siena College
4594,1,Ekpe Udoh,2011,2019,C-F,6-10,245.0,"May 20, 1987","Michigan, Baylor"
4595,2,Ime Udoka,2004,2011,F,6-6,215.0,"August 9, 1977","San Francisco, Portland State"
4596,3,Beno Udrih,2005,2017,G,6-3,205.0,"July 5, 1982",
4597,4,Roko Ukić,2009,2010,G,6-5,183.0,"May 12, 1984",
4598,5,Tyler Ulis,2017,2019,G,5-10,160.0,"January 5, 1996",Kentucky
4599,6,Stanley Umude,2023,2023,G,6-6,210.0,"April 12, 1999","South Dakota, Arkansas"
4600,7,Wes Unseld*,1969,1981,C-F,6-7,245.0,"March 14, 1946",Louisville
4601,8,Hal Uplinger,1954,1954,G,6-4,185.0,"September 30, 1929",Long Island University
4602,9,Kelvin Upshaw,1989,1991,G,6-2,180.0,"January 24, 1963",Utah
4603,10,Jarrod Uthoff,2017,2020,F,6-9,221.0,"May 19, 1993",Iowa
4604,11,Ben Uzoh,2011,2012,G,6-3,205.0,"March 19, 1988",Tulsa
4605,0,Steve Vacendak,1968,1970,G,6-1,185.0,"August 15, 1944",Duke
4606,1,Jonas Valančiūnas,2013,2023,C,6-11,265.0,"May 6, 1992",
4607,2,Darnell Valentine,1982,1991,G,6-1,183.0,"February 3, 1959",Kansas
4608,3,Denzel Valentine,2017,2022,G,6-4,220.0,"November 16, 1993",Michigan State
4609,4,Ronnie Valentine,1981,1981,F,6-7,210.0,"November 27, 1957",Old Dominion
4610,5,John Vallely,1971,1972,G,6-3,185.0,"October 3, 1948",UCLA
4611,6,Dick Van Arsdale,1966,1977,G-F,6-5,210.0,"February 22, 1943",Indiana
4612,7,Tom Van Arsdale,1966,1977,F-G,6-5,202.0,"February 22, 1943",Indiana
4613,8,Nick Van Exel,1994,2006,G,6-1,170.0,"November 27, 1971","Trinity Valley CC, Cincinnati"
4614,9,Keith Van Horn,1998,2006,F,6-10,220.0,"October 23, 1975",Utah
4615,10,Norm Van Lier,1970,1979,G,6-1,173.0,"April 1, 1947",Saint Francis University
4616,11,Dennis Van Zant,1976,1976,F,6-9,210.0,"June 1, 1952",Azusa Pacific University
4617,12,Fred VanVleet,2017,2023,G,6-1,197.0,"February 25, 1994",Wichita State
4618,13,Gene Vance,1948,1952,G-F,6-3,195.0,"February 25, 1923",Illinois
4619,14,Logan Vander Velden,1996,1996,F,6-8,215.0,"April 3, 1971",Green Bay
4620,15,Jarred Vanderbilt,2019,2023,F,6-9,214.0,"April 3, 1999",Kentucky
4621,16,Ernie Vandeweghe,1950,1956,F-G,6-3,195.0,"September 12, 1928",Colgate
4622,17,Kiki Vandeweghe,1981,1993,F,6-8,220.0,"August 1, 1958",UCLA
4623,18,Nick Vanos,1986,1987,C,7-1,255.0,"April 13, 1963",Santa Clara
4624,19,David Vanterpool,2001,2001,G,6-5,200.0,"March 31, 1973",St. Bonaventure
4625,20,Ratko Varda,2002,2002,C,7-1,260.0,"May 6, 1979",
4626,21,Anderson Varejão,2005,2021,F-C,6-11,273.0,"September 28, 1982",
4627,22,Jarvis Varnado,2013,2014,F,6-9,230.0,"March 1, 1988",Mississippi State
4628,23,Greivis Vásquez,2011,2017,G,6-6,217.0,"January 16, 1987",Maryland
4629,24,Devin Vassell,2021,2023,G-F,6-5,200.0,"August 23, 2000",Florida State
4630,25,Chico Vaughn,1963,1970,G,6-2,190.0,"February 19, 1940",Southern Illinois
4631,26,David Vaughn,1975,1976,C,6-11,220.0,"June 4, 1952",Oral Roberts
4632,27,David Vaughn,1996,1999,F,6-9,240.0,"March 23, 1973",Memphis
4633,28,Jacque Vaughn,1998,2009,G,6-1,190.0,"February 11, 1975",Kansas
4634,29,Rashad Vaughn,2016,2018,G,6-6,202.0,"August 16, 1996",UNLV
4635,30,Virgil Vaughn,1947,1947,F-C,6-4,205.0,"May 15, 1918",Western Kentucky
4636,31,Loy Vaught,1991,2001,F,6-9,230.0,"February 27, 1968",Michigan
4637,32,Bob Verga,1968,1974,G,6-1,190.0,"September 7, 1945",Duke
4638,33,Pete Verhoeven,1982,1987,F,6-9,215.0,"February 15, 1959",Fresno State
4639,34,Jan Veselý,2012,2014,F,6-11,240.0,"April 24, 1990",
4640,35,Gundars Vētra,1993,1993,F,6-6,195.0,"May 22, 1967",
4641,36,João Vianna,1992,1992,F,6-9,215.0,"November 15, 1966",
4642,37,Charlie Villanueva,2006,2016,F,6-11,232.0,"August 24, 1984",UConn
4643,38,Gabe Vincent,2020,2023,G,6-3,200.0,"June 14, 1996",UC Santa Barbara
4644,39,Jay Vincent,1982,1990,F,6-7,220.0,"June 10, 1959",Michigan State
4645,40,Sam Vincent,1986,1992,G,6-2,185.0,"May 18, 1963",Michigan State
4646,41,Marcus Vinicius,2007,2008,F,6-8,225.0,"May 31, 1984",
4647,42,Fred Vinson,1995,2000,G,6-4,190.0,"January 28, 1971",Georgia Tech
4648,43,Claude Virden,1973,1973,F,6-6,195.0,"November 25, 1947",Murray State
4649,44,Gary Voce,1990,1990,F,6-9,240.0,"November 24, 1965",Notre Dame
4650,45,Floyd Volker,1950,1950,F-C,6-4,205.0,"June 21, 1921",Wyoming
4651,46,Alexander Volkov,1990,1992,C,6-10,218.0,"March 28, 1964",
4652,47,Whitey Von Nieda,1950,1950,G-F,6-1,170.0,"June 19, 1922",Penn State
4653,48,Noah Vonleh,2015,2023,F-C,6-10,257.0,"August 24, 1995",Indiana
4654,49,Jake Voskuhl,2001,2009,C,6-11,245.0,"November 1, 1977",UConn
4655,50,Danny Vranes,1982,1988,F,6-7,210.0,"October 29, 1958",Utah
4656,51,Slavko Vraneš,2004,2004,C,7-5,275.0,"January 30, 1983",
4657,52,Stojko Vranković,1991,1999,C,7-2,260.0,"January 22, 1964",
4658,53,Brett Vroman,1981,1981,C,7-0,220.0,"December 25, 1955","UCLA, UNLV"
4659,54,Jackson Vroman,2005,2006,F-C,6-10,220.0,"June 6, 1981",Iowa State
4660,55,Nikola Vučević,2012,2023,C,6-10,260.0,"October 24, 1990",USC
4661,56,Sasha Vujačić,2005,2017,G,6-7,195.0,"March 8, 1984",
4662,57,Butch van Breda Kolff,1947,1950,G-F,6-3,185.0,"October 28, 1922",NYU
4663,58,Jan van Breda Kolff,1975,1983,F-G,6-7,195.0,"December 16, 1951",Vanderbilt
4664,0,Dean Wade,2020,2023,F,6-9,228.0,"November 20, 1996",Kansas State
4665,1,Dwyane Wade,2004,2019,G,6-4,220.0,"January 17, 1982",Marquette
4666,2,Mark Wade,1988,1990,G,5-11,160.0,"October 15, 1965","Oklahoma, UNLV"
4667,3,Von Wafer,2006,2012,G,6-5,210.0,"July 21, 1985",Florida State
4668,4,Clint Wager,1950,1950,C-F,6-6,210.0,"January 20, 1920",Saint Mary's University of Minnesota
4669,5,Dajuan Wagner,2003,2007,G,6-2,200.0,"February 4, 1983",Memphis
4670,6,Danny Wagner,1950,1950,G,6-0,170.0,"August 1, 1922",Texas
4671,7,Franz Wagner,2022,2023,G-F,6-9,225.0,"August 27, 2001",Michigan
4672,8,Milt Wagner,1988,1991,G,6-5,185.0,"February 20, 1963",Louisville
4673,9,Moritz Wagner,2019,2023,F-C,6-11,245.0,"April 26, 1997",Michigan
4674,10,Phil Wagner,1969,1969,G,6-2,190.0,"December 18, 1945",Georgia Tech
4675,11,Ish Wainright,2022,2023,F,6-6,250.0,"September 12, 1994",Baylor
4676,12,Dion Waiters,2013,2020,G,6-3,215.0,"December 10, 1991",Syracuse
4677,13,Granville Waiters,1984,1988,C,6-11,225.0,"January 8, 1961",Ohio State
4678,14,Andre Wakefield,1979,1980,G,6-3,175.0,"January 11, 1955",Loyola Chicago
4679,15,Neal Walk,1970,1977,C,6-10,220.0,"July 29, 1948",Florida
4680,16,Andy Walker,1977,1977,G,6-4,190.0,"March 25, 1955",Niagara University
4681,17,Antoine Walker,1997,2008,F,6-8,224.0,"August 12, 1976",Kentucky
4682,18,Brady Walker,1949,1952,F-C,6-6,205.0,"March 15, 1921",BYU
4683,19,Chet Walker*,1963,1975,F-G,6-6,212.0,"February 22, 1940",Bradley
4684,20,Darrell Walker,1984,1993,G,6-4,180.0,"March 9, 1961",Arkansas
4685,21,Foots Walker,1975,1984,G,6-0,184.0,"May 21, 1951","Vincennes University, West Georgia"
4686,22,Henry Walker,2009,2015,F,6-6,220.0,"October 9, 1987",Kansas State
4687,23,Horace Walker,1962,1962,F,6-3,210.0,"April 17, 1937",Michigan State
4688,24,Jabari Walker,2023,2023,F,6-9,215.0,"July 30, 2002",Colorado
4689,25,Jimmy Walker,1968,1976,G,6-3,195.0,"April 8, 1944",Providence
4690,26,Kemba Walker,2012,2023,G,6-0,184.0,"May 8, 1990",UConn
4691,27,Kenny Walker,1987,1995,F,6-8,210.0,"August 18, 1964",Kentucky
4692,28,Lonnie Walker IV,2019,2023,G,6-4,204.0,"December 14, 1998",Miami (FL)
4693,29,M.J. Walker,2022,2022,G,6-5,213.0,"March 28, 1998",Florida State
4694,30,Phil Walker,1978,1978,G,6-3,180.0,"March 20, 1956",Millersville
4695,31,Samaki Walker,1997,2006,F,6-9,240.0,"February 25, 1976",Louisville
4696,32,Wally Walker,1977,1984,F,6-7,190.0,"July 18, 1954",Virginia
4697,33,John Wall,2011,2023,G,6-3,210.0,"September 6, 1990",Kentucky
4698,34,Ben Wallace*,1997,2012,F-C,6-9,240.0,"September 10, 1974",Virginia Union University
4699,35,Gerald Wallace,2002,2015,F,6-7,215.0,"July 23, 1982",Alabama
4700,36,John Wallace,1997,2004,F,6-8,225.0,"February 9, 1974",Syracuse
4701,37,Rasheed Wallace,1996,2013,F-C,6-10,225.0,"September 17, 1974",UNC
4702,38,Red Wallace,1947,1947,G,6-1,185.0,"July 12, 1918",University of Scranton
4703,39,Tyrone Wallace,2018,2022,G,6-5,198.0,"June 10, 1994",California
4704,40,Dwight Waller,1969,1972,F,6-6,220.0,"October 5, 1945",Tennessee State
4705,41,Jamie Waller,1988,1988,G,6-4,215.0,"November 20, 1964",Virginia Union University
4706,42,Jim Walsh,1958,1958,F,6-4,195.0,"August 29, 1930",Stanford
4707,43,Matt Walsh,2006,2006,G-F,6-6,205.0,"December 2, 1982",Florida
4708,44,Rex Walters,1994,2000,G,6-4,190.0,"March 12, 1970","Northwestern, Kansas"
4709,45,Paul Walther,1950,1955,G-F,6-2,160.0,"March 23, 1927",Tennessee
4710,46,Isaac Walthour,1954,1954,G,5-11,163.0,"August 25, 1930",
4711,47,Bill Walton*,1975,1987,C-F,6-11,210.0,"November 5, 1952",UCLA
4712,48,Derrick Walton,2018,2022,G,6-0,189.0,"April 3, 1995",Michigan
4713,49,Lloyd Walton,1977,1981,G,6-0,160.0,"November 23, 1953",Marquette
4714,50,Luke Walton,2004,2013,F,6-8,235.0,"March 28, 1980",Arizona
4715,51,Brad Wanamaker,2019,2022,G,6-3,210.0,"July 25, 1989",Pitt
4716,52,Bobby Wanzer*,1949,1957,G,6-0,170.0,"June 4, 1921",Seton Hall
4717,53,Perry Warbington,1975,1975,G,6-2,165.0,"September 7, 1952",Georgia Southern University
4718,54,Charlie Ward,1995,2005,G,6-2,190.0,"October 12, 1970",Florida State
4719,55,Gerry Ward,1964,1967,G,6-4,195.0,"September 6, 1941",Boston College
4720,56,Henry Ward,1976,1977,G-F,6-4,195.0,"January 30, 1952",Jackson State University
4721,57,Casper Ware,2014,2014,G,5-10,175.0,"January 17, 1990",Cal State Long Beach
4722,58,Jim Ware,1967,1969,F,6-7,210.0,"May 2, 1944",Oklahoma City University
4723,59,Ben Warley,1963,1970,F-G,6-5,200.0,"September 4, 1936",Tennessee State
4724,60,Bob Warlick,1966,1970,G-F,6-5,200.0,"March 20, 1941","University of Southern Colorado, Pepperdine"
4725,61,Cornell Warner,1971,1977,F-C,6-9,220.0,"August 12, 1948",Jackson State University
4726,62,Jameel Warney,2018,2018,F,6-8,260.0,"January 31, 1994",Stony Brook University
4727,63,Bob Warren,1969,1976,G,6-5,190.0,"July 17, 1946",Vanderbilt
4728,64,John Warren,1970,1974,G-F,6-3,180.0,"July 7, 1947",St. John's
4729,65,T.J. Warren,2015,2023,F,6-8,220.0,"September 5, 1993",NC State
4730,66,Willie Warren,2011,2011,G,6-4,203.0,"October 22, 1989",Oklahoma
4731,67,Bryan Warrick,1983,1986,G,6-5,195.0,"July 22, 1959",Saint Joseph's
4732,68,Hakim Warrick,2006,2013,F,6-9,219.0,"July 8, 1982",Syracuse
4733,69,Chris Washburn,1987,1988,C,6-11,225.0,"May 13, 1965",NC State
4734,70,Julian Washburn,2019,2019,F,6-8,210.0,"December 18, 1991",Texas-El Paso
4735,71,Bobby Washington,1970,1972,G,5-11,175.0,"July 11, 1947",Eastern Kentucky University
4736,72,Darius Washington,2008,2008,G,6-2,195.0,"December 6, 1985",Memphis
4737,73,Don Washington,1975,1976,F,6-8,210.0,"April 22, 1952",UNC
4738,74,Duane Washington,1988,1993,G,6-4,195.0,"August 31, 1964",Middle Tennessee
4739,75,Duane Washington Jr.,2022,2023,G,6-3,210.0,"March 24, 2000",Ohio State
4740,76,Eric Washington,1998,1999,G,6-4,190.0,"March 23, 1974",Alabama
4741,77,Jim Washington,1966,1976,F-C,6-6,210.0,"July 1, 1943",Villanova
4742,78,Kermit Washington,1974,1988,F-C,6-8,230.0,"September 17, 1951",American University
4743,79,P.J. Washington,2020,2023,F,6-7,230.0,"August 23, 1998",Kentucky
4744,80,Pearl Washington,1987,1989,G,6-2,190.0,"January 6, 1964",Syracuse
4745,81,Richard Washington,1977,1982,F-C,6-11,220.0,"July 15, 1955",UCLA
4746,82,Stan Washington,1975,1975,G,6-4,190.0,"January 23, 1952",University of San Diego
4747,83,Trooper Washington,1968,1973,F-C,6-7,215.0,"April 21, 1944",Cheyney (PA)
4748,84,TyTy Washington Jr.,2023,2023,G,6-3,197.0,"November 15, 2001",Kentucky
4749,85,Wilson Washington,1978,1979,F-C,6-9,227.0,"August 3, 1955",Old Dominion
4750,86,Yuta Watanabe,2019,2023,F,6-9,215.0,"October 13, 1994",George Washington
4751,87,Lindy Waters III,2022,2023,G,6-6,215.0,"July 28, 1997",Oklahoma State
4752,88,Tremont Waters,2020,2022,G,5-10,175.0,"January 10, 1998",LSU
4753,89,Trendon Watford,2022,2023,F,6-9,240.0,"November 9, 2000",LSU
4754,90,Darryl Watkins,2008,2012,C,6-11,258.0,"November 8, 1984",Syracuse
4755,91,Bobby Watson,1955,1955,G,6-0,160.0,"March 22, 1930",Kentucky
4756,92,C.J. Watson,2008,2017,G,6-2,175.0,"April 17, 1984",Tennessee
4757,93,Earl Watson,2002,2014,G,6-1,195.0,"June 12, 1979",UCLA
4758,94,Jamie Watson,1995,1999,F,6-7,190.0,"February 23, 1972",South Carolina
4759,95,Paul Watson,2020,2022,G,6-6,210.0,"December 30, 1994",Fresno State
4760,96,Peyton Watson,2023,2023,G-F,6-8,200.0,"September 11, 2002",UCLA
4761,97,Ron Watts,1966,1967,F,6-6,210.0,"May 21, 1943",Wake Forest
4762,98,Sam Watts,1971,1971,G,6-3,185.0,"March 14, 1948","Florida A&M, University of Great Falls"
4763,99,Slick Watts,1974,1979,G,6-1,175.0,"July 22, 1951",Xavier University of Louisiana
4764,100,Maalik Wayns,2013,2014,G,6-2,200.0,"May 2, 1991",Villanova
